age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
old,Private,p50,HS-grad,average,Never-married,Handlers-cleaners,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,Some-college,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p25,Masters,average,Never-married,Exec-managerial,Not-in-family,White,Female,nonzero,zero,normal,United-States,>50K
middle_aged,Self-emp-not-inc,p50,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Private,p75,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p25,HS-grad,average,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,HS-grad,average,Divorced,Exec-managerial,Unmarried,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p50,HS-grad,average,Divorced,Other-service,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
adult,Private,p100,Assoc-acdm,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Divorced,Handlers-cleaners,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,Some-college,average,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Assoc-voc,average,Divorced,Sales,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
young,Federal-gov,p50,HS-grad,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p25,5th-6th,elementary,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,Some-college,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,high,United-States,>50K
middle_aged2,State-gov,p100,Assoc-voc,average,Married-civ-spouse,Craft-repair,Husband,Black,Male,zero,zero,high,United-States,>50K
middle_aged,Private,p75,HS-grad,average,Never-married,Other-service,Other-relative,Black,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,Assoc-voc,average,Never-married,Craft-repair,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p75,Bachelors,average,Never-married,Exec-managerial,Own-child,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p100,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,nonzero,high,United-States,>50K
young,Private,p50,11th,elementary,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,high,United-States,<=50K
adult,Private,p25,Some-college,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p50,Some-college,average,Never-married,Handlers-cleaners,Other-relative,White,Male,zero,zero,normal,Italy,<=50K
teenager,Private,p75,Some-college,average,Never-married,Other-service,Own-child,White,Female,zero,zero,low,United-States,<=50K
last_years,Private,p25,Some-college,average,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,zero,zero,low,United-States,<=50K
young,Private,p25,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p50,Assoc-voc,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Some-college,average,Divorced,Adm-clerical,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p100,HS-grad,average,Never-married,Adm-clerical,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
adult,Self-emp-not-inc,p75,Bachelors,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,<=50K
adult,Self-emp-not-inc,p25,Bachelors,average,Married-civ-spouse,Sales,Wife,White,Female,zero,zero,low,United-States,<=50K
adult,Private,p100,HS-grad,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Federal-gov,p100,Some-college,average,Divorced,Exec-managerial,Not-in-family,Black,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,>50K
adult,Private,p75,Some-college,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p50,Some-college,average,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,low,United-States,<=50K
middle_aged,Local-gov,p75,9th,elementary,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,normal,Yugoslavia,>50K
adult,Private,p100,Some-college,average,Never-married,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-inc,p100,Some-college,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,Bachelors,average,Never-married,Exec-managerial,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Some-college,average,Divorced,Sales,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p25,HS-grad,average,Never-married,Sales,Own-child,White,Female,zero,zero,normal,United-States,<=50K
old,Private,p25,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,nonzero,zero,low,United-States,<=50K
young,Private,p100,Some-college,average,Never-married,Craft-repair,Not-in-family,Black,Male,nonzero,zero,normal,United-States,>50K
young,Private,p100,Assoc-voc,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p50,11th,elementary,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
old,Self-emp-not-inc,p50,7th-8th,elementary,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,high,United-States,>50K
middle_aged,State-gov,p25,Some-college,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,normal,United-States,>50K
middle_aged,Private,p50,HS-grad,average,Separated,Machine-op-inspct,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
young,Private,p50,HS-grad,average,Never-married,Adm-clerical,Own-child,Black,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,normal,United-States,>50K
middle_aged,Private,p75,Bachelors,average,Divorced,Exec-managerial,Not-in-family,Black,Female,zero,zero,normal,United-States,>50K
middle_aged2,Self-emp-not-inc,p50,HS-grad,average,Divorced,Exec-managerial,Not-in-family,White,Female,nonzero,zero,normal,United-States,>50K
adult,State-gov,p75,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,low,United-States,<=50K
middle_aged,Private,p50,HS-grad,average,Divorced,Transport-moving,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,Some-college,average,Never-married,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p25,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-not-inc,p25,Some-college,average,Never-married,Exec-managerial,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p75,HS-grad,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,normal,United-States,>50K
middle_aged2,Private,p25,HS-grad,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
young,Local-gov,p50,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Bachelors,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Local-gov,p75,Bachelors,average,Married-civ-spouse,Protective-serv,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p100,Some-college,average,Married-civ-spouse,Sales,Husband,Black,Male,zero,zero,high,United-States,<=50K
middle_aged2,Private,p75,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Some-college,average,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Bachelors,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p25,Assoc-voc,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p75,Assoc-voc,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,HS-grad,average,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-not-inc,p50,Some-college,average,Widowed,Other-service,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p100,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,zero,zero,normal,?,>50K
middle_aged,Private,p75,HS-grad,average,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,HS-grad,average,Separated,Craft-repair,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-not-inc,p25,Masters,average,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,zero,zero,normal,Philippines,<=50K
old,Private,p100,7th-8th,elementary,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Local-gov,p75,Masters,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p25,HS-grad,average,Never-married,Craft-repair,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,11th,elementary,Separated,Other-service,Own-child,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,Assoc-voc,average,Never-married,Priv-house-serv,Own-child,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p100,Doctorate,high_education,Married-civ-spouse,Prof-specialty,Wife,White,Female,zero,nonzero,normal,United-States,>50K
middle_aged2,Private,p75,HS-grad,average,Married-civ-spouse,Sales,Wife,White,Female,zero,zero,normal,United-States,<=50K
young,Self-emp-inc,p100,Some-college,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,normal,United-States,>50K
adult,Self-emp-not-inc,p25,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p100,HS-grad,average,Separated,Handlers-cleaners,Not-in-family,Black,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,HS-grad,average,Divorced,Transport-moving,Not-in-family,White,Male,zero,nonzero,high,United-States,<=50K
middle_aged,Federal-gov,p25,Masters,average,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,zero,nonzero,normal,South,>50K
young,Local-gov,p100,Some-college,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p50,Bachelors,average,Never-married,Exec-managerial,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Never-married,Other-service,Own-child,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p50,HS-grad,average,Widowed,Other-service,Unmarried,White,Female,zero,nonzero,low,United-States,<=50K
middle_aged2,Private,p25,Some-college,average,Married-civ-spouse,Exec-managerial,Husband,Black,Male,zero,zero,high,United-States,>50K
middle_aged,State-gov,p50,Some-college,average,Divorced,Adm-clerical,Not-in-family,Black,Female,zero,nonzero,normal,United-States,<=50K
middle_aged,Private,p75,Masters,average,Divorced,Exec-managerial,Unmarried,White,Male,zero,nonzero,normal,United-States,>50K
middle_aged2,Private,p75,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,nonzero,zero,normal,United-States,>50K
young,Self-emp-not-inc,p100,Some-college,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p50,Bachelors,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,nonzero,zero,normal,United-States,>50K
very_old,State-gov,p25,Doctorate,high_education,Never-married,Prof-specialty,Other-relative,White,Female,zero,nonzero,low,United-States,>50K
young,Private,p100,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,normal,United-States,>50K
young,Private,p75,HS-grad,average,Never-married,Machine-op-inspct,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p75,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p50,9th,elementary,Divorced,Prof-specialty,Not-in-family,Black,Female,zero,zero,normal,United-States,<=50K
teenager,Private,p50,10th,elementary,Never-married,Other-service,Own-child,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p100,Masters,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Self-emp-not-inc,p25,HS-grad,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,nonzero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Never-married,Prof-specialty,Own-child,White,Male,zero,zero,low,United-States,<=50K
young,Private,p25,Some-college,average,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,5th-6th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-inc,p50,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,very_high,United-States,<=50K
middle_aged,Private,p50,Some-college,average,Separated,Adm-clerical,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p100,1st-4th,elementary,Never-married,Other-service,Not-in-family,White,Male,zero,zero,normal,El-Salvador,<=50K
old,Private,p75,12th,elementary,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,normal,Germany,<=50K
middle_aged2,Private,p75,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Wife,White,Female,nonzero,zero,normal,United-States,>50K
adult,Private,p100,HS-grad,average,Never-married,Other-service,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,Doctorate,high_education,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,zero,zero,very_high,South,<=50K
adult,Private,p25,HS-grad,average,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,zero,zero,normal,United-States,<=50K
old,Private,p100,Some-college,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Never-married,Sales,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p100,HS-grad,average,Divorced,Craft-repair,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,State-gov,p25,Masters,average,Divorced,Exec-managerial,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p75,Bachelors,average,Divorced,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p50,HS-grad,average,Married-civ-spouse,Other-service,Husband,Black,Male,zero,zero,normal,United-States,<=50K
very_old,Self-emp-inc,p50,Bachelors,average,Divorced,Exec-managerial,Unmarried,White,Female,zero,zero,high,United-States,<=50K
young,Private,p75,Assoc-voc,average,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,Some-college,average,Never-married,Tech-support,Own-child,White,Male,zero,zero,high,United-States,<=50K
young,Private,p100,Bachelors,average,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,normal,United-States,<=50K
teenager,Private,p100,HS-grad,average,Never-married,Other-service,Own-child,White,Male,zero,zero,low,United-States,<=50K
adult,Private,p75,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,Black,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Never-married,Machine-op-inspct,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,HS-grad,average,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,low,United-States,<=50K
adult,Private,p75,Some-college,average,Never-married,Farming-fishing,Unmarried,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Assoc-voc,average,Divorced,Prof-specialty,Unmarried,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-inc,p75,HS-grad,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,high,?,>50K
adult,Private,p100,Some-college,average,Never-married,Sales,Own-child,White,Female,zero,zero,low,United-States,<=50K
middle_aged,Private,p75,HS-grad,average,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Some-college,average,Separated,Adm-clerical,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-inc,p100,Bachelors,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,Assoc-acdm,average,Never-married,Adm-clerical,Not-in-family,Black,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,Assoc-acdm,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,HS-grad,average,Widowed,Other-service,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
young,Federal-gov,p25,Some-college,average,Separated,Exec-managerial,Not-in-family,White,Male,nonzero,zero,high,United-States,>50K
middle_aged,Private,p100,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,12th,elementary,Never-married,Other-service,Not-in-family,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,Bachelors,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,nonzero,zero,normal,United-States,>50K
young,Private,p100,Masters,average,Never-married,Exec-managerial,Not-in-family,White,Male,zero,zero,low,United-States,<=50K
very_old,Private,p100,7th-8th,elementary,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Never-married,Other-service,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,Assoc-acdm,average,Never-married,Tech-support,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Local-gov,p50,Assoc-voc,average,Divorced,Adm-clerical,Unmarried,White,Female,zero,zero,high,United-States,<=50K
adult,Private,p50,Some-college,average,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,zero,zero,normal,Philippines,<=50K
adult,Private,p50,Some-college,average,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Doctorate,high_education,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,high,United-States,>50K
teenager,Private,p50,12th,elementary,Never-married,Sales,Own-child,White,Male,zero,zero,low,United-States,<=50K
middle_aged,Private,p100,Bachelors,average,Never-married,Other-service,Not-in-family,White,Male,zero,zero,high,Mexico,>50K
young,Private,p50,12th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,Guatemala,<=50K
teenager,Private,p100,HS-grad,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,State-gov,p75,Some-college,average,Never-married,Exec-managerial,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,Bachelors,average,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,zero,zero,normal,United-States,<=50K
old,Self-emp-not-inc,p50,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,>50K
old,Private,p75,11th,elementary,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p100,HS-grad,average,Widowed,Sales,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p25,Assoc-voc,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,nonzero,zero,normal,United-States,>50K
middle_aged,Local-gov,p75,Assoc-acdm,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p50,Some-college,average,Married-civ-spouse,Protective-serv,Husband,Black,Male,zero,zero,normal,?,<=50K
adult,Private,p100,HS-grad,average,Divorced,Sales,Other-relative,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Local-gov,p25,Bachelors,average,Never-married,Adm-clerical,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,State-gov,p50,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,nonzero,normal,United-States,>50K
middle_aged,Private,p25,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,high,United-States,<=50K
adult,State-gov,p50,Some-college,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,low,?,<=50K
middle_aged2,Self-emp-not-inc,p25,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p75,HS-grad,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,Some-college,average,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,low,United-States,<=50K
middle_aged,Private,p75,HS-grad,average,Divorced,Other-service,Unmarried,White,Male,zero,zero,normal,Columbia,<=50K
adult,Private,p100,HS-grad,average,Never-married,Handlers-cleaners,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p75,HS-grad,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Federal-gov,p75,Masters,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
adult,Private,p50,HS-grad,average,Never-married,Machine-op-inspct,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,HS-grad,average,Never-married,Handlers-cleaners,Unmarried,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,Some-college,average,Never-married,Prof-specialty,Not-in-family,Black,Female,nonzero,zero,high,United-States,<=50K
middle_aged2,Federal-gov,p75,Assoc-acdm,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p75,Assoc-voc,average,Never-married,Tech-support,Own-child,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p75,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,State-gov,p25,Doctorate,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Private,p75,HS-grad,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,high,United-States,<=50K
old,Self-emp-inc,p50,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,Some-college,average,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p50,12th,elementary,Never-married,Handlers-cleaners,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,Bachelors,average,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,zero,zero,normal,Philippines,>50K
adult,Private,p100,Some-college,average,Never-married,Sales,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Never-married,Adm-clerical,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Self-emp-inc,p100,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p50,HS-grad,average,Never-married,Adm-clerical,Own-child,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,Masters,average,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,nonzero,zero,normal,Philippines,>50K
teenager,Private,p100,Some-college,average,Never-married,Sales,Own-child,Black,Female,zero,zero,low,United-States,<=50K
young,Private,p100,Bachelors,average,Never-married,Exec-managerial,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,Assoc-voc,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,high,United-States,<=50K
middle_aged2,Private,p75,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,Some-college,average,Never-married,Other-service,Not-in-family,White,Female,zero,zero,low,United-States,<=50K
middle_aged2,Private,p25,HS-grad,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
adult,State-gov,p50,Some-college,average,Never-married,Other-service,Own-child,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p100,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p100,HS-grad,average,Divorced,Exec-managerial,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p100,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,nonzero,zero,high,United-States,>50K
middle_aged2,Private,p50,Assoc-acdm,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,nonzero,normal,United-States,>50K
young,Private,p100,Some-college,average,Never-married,Sales,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p100,HS-grad,average,Divorced,Other-service,Not-in-family,White,Male,zero,zero,normal,?,<=50K
old,Local-gov,p50,HS-grad,average,Divorced,Transport-moving,Unmarried,White,Male,zero,zero,low,United-States,<=50K
